"X","YCIMA","YBAIXO"
0,1,200
0.955882,0,0
1.69935,0.808824,-2.92647
2.44281,1.29412,-3.60294
3.18627,0.985294,-4.16176
3.92974,1.02941,-3.98529
4.6732,0.794118,-3.04412
5.41667,1,-2.66176
6.16013,0.882353,-2.35294
6.90359,1.20588,-1.05882
7.64706,0,0
