"X","YCIMA","YBAIXO"
0,1,200
0.810345,0,0
1.16606,3.03448,-1.37931
1.52178,3.06897,-2.75862
1.8775,3.24138,-3.86207
2.23321,3.43103,-3.75862
2.58893,3.67241,-3.44828
2.94465,3.75862,-3.39655
3.30036,2.7931,-3.44828
3.65608,2.41379,-3.53448
4.0118,2.2069,-3.36207
4.36751,2.12069,-3.41379
4.72323,1.96552,-3.46552
5.07895,1.72414,-2.31034
5.43466,1.63793,-1.87931
5.79038,1.53448,-1.81034
6.1461,-0.0172414,-1.74138
6.50181,-0,-1.77586
6.85753,0.0517241,-1.84483
7.21325,-0,-2.2069
7.56897,0,0
