"X","YCIMA","YBAIXO"
0,1,100
0.5875,0,0
1.10694,0.9875,-0.825
1.62639,2.1,-1.475
2.14583,2.1375,-2.3625
2.66528,2.0375,-2.5375
3.18472,2.1375,-1.9
3.70417,2.1625,-1.925
4.22361,2.1875,-1.9375
4.74306,2.1,-1.875
5.2625,0,0
