"X","YCIMA","YBAIXO"
0,1,200
0.988095,0,0
1.61772,0.559524,-2.09524
2.24735,0.619048,-2
2.87698,0.52381,-1.64286
3.50661,0.428571,-1.54762
4.13624,1.14286,-1.30952
4.76587,1.33333,-0.892857
5.3955,1.41667,-0.690476
6.02513,1.5,-0.440476
6.65476,0,0
