"X","YCIMA","YBAIXO"
0,1,1000
0.38835,0,0
0.868393,1.13592,-0.291262
1.34844,1.03883,-0.359223
1.82848,1.43689,-0.563107
2.30852,1.18447,-1.58252
2.78857,1.32039,-2.91262
3.26861,0.893204,-1.95146
3.74865,0.699029,-1.6699
4.22869,0.61165,-1.03883
4.70874,0,0
